Dataset,Mixture Label,length,Duplicate,Duplicate Of,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42,length
Snitz 1,42,15,False,,CC(=O)c1ccccc1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCOC(=O)CCCC,O=CC=Cc1ccccc1,CCOC(=O)CC,C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,OCCc1ccccc1,CC1=CCC2CC1C2(C)C,c1ccsc1,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15
Snitz 1,43,20,False,,CC(=O)c1ccccc1,CC(=O)c1ccccn1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCOC(=O)CCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,Cc1cc(O)c(C(C)C)cc1Cl,Cc1nccnc1C,CCOC(=O)CC,C=CCc1ccc(O)c(OC)c1,CCCCCCC=O,CCCCCCO,CC(CC=O)CCCC(C)(C)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC1=CCC2CC1C2(C)C,CCCOC(=O)CCC,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,CC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,20
Snitz 1,44,10,False,,CCOC(=O)C1OC1(C)c1ccccc1,CC(=O)Oc1ccc(C)cc1,CC(C)c1ccc(C=O)cc1,CCc1cnccn1,CCCCCCCO,CCCC(O)CC,O=C(O)Cc1ccccc1,CC1=CC(=O)CC(C)(C)C1,Cc1c[nH]c2ccccc12,CC(C)CC=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Snitz 1,45,1,False,,Cc1ccc(OC(=O)C(C)C)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Snitz 1,46,4,False,,CCOC(=O)C1OC1(C)c1ccccc1,COc1ccccc1O,O=C(O)Cc1ccccc1,CC1=CC(=O)CC(C)(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Snitz 1,47,30,False,,CC(=O)c1ccccc1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCOC(=O)CCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,Cc1cc(O)c(C(C)C)cc1Cl,O=CC=Cc1ccccc1,CC(C)(O)CCc1ccccc1,Cc1nccnc1C,Cc1cnc(C)cn1,CSSSC,CCOC(=O)CC,C=CCc1ccc(O)c(OC)c1,CCCCCC=O,CC(CC=O)CCCC(C)(C)O,CC(C)=CCCC(C)C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,COc1ccc2ccccc2c1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,C=CC(O)CCCCC,CCCCC(=O)O,OCCc1ccccc1,CC1=CCC2CC1C2(C)C,CCCOC(=O)CCC,CCCSCCC,c1ccsc1,Cc1ccc(C(C)C)c(O)c1,CCCCCCCC1CCC(=O)O1,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,,,,,,,,,,,,,,30
Snitz 1,48,43,False,,CC(=O)c1ccccc1,CC(=O)c1ccccn1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCOC(=O)CCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,Cc1cc(O)c(C(C)C)cc1Cl,O=CC=Cc1ccccc1,O=c1ccc2ccccc2o1,CCCCNCCCC,CC(C)(O)CCc1ccccc1,Cc1nccnc1C,Cc1cnc(C)cn1,CSSSC,CCOC(=O)CC,CC12CCC(CC1)C(C)(C)O2,C=CCc1ccc(O)c(OC)c1,SCc1ccco1,CCCCCCC=O,CCCCCC=O,CCCCCCO,COC(OC)C(C)c1ccccc1,CC(CC=O)CCCC(C)(C)O,c1ccc2[nH]ccc2c1,CC(C)=CCCC(C)C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,COc1ccc2ccccc2c1,COC(=O)c1ccccc1N,Cc1ccc2ncccc2c1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,C=CC(O)CCCCC,CCCCC(=O)O,OCCc1ccccc1,CC1=CCC2CC1C2(C)C,CCCOC(=O)CCC,CCCSCCC,c1ccsc1,Cc1ccc(C(C)C)c(O)c1,Cc1ccccc1,CCCCCCCC1CCC(=O)O1,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,CC1CCC(=O)O1,43
Snitz 1,49,4,False,,CC(C)CCOC(=O)Cc1ccccc1,CCCCCOC(=O)CCCC,CCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Snitz 2,1,4,False,,CC(C)c1ccc(C=O)cc1,CCc1cnccn1,CC1=CC(=O)CC(C)(C)C1,Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Snitz 2,2,5,False,,CCCCCC1CCC(=O)O1,CCCCCOC(=O)CCCC,COc1ccccc1,Cc1ccc(OC(=O)C(C)C)cc1,C=CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Snitz 2,3,7,False,,CC(=O)OCCC(C)C,CCCCCOC(=O)CCCC,COc1ccccc1,CCCCCCCO,CCCC(O)CC,C=CC(O)CCCCC,Cc1ccccc1C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Snitz 2,4,9,False,,CCCCCOC(=O)CCCC,CC(=O)Oc1ccc(C)cc1,CC12CCC(CC1)C(C)(C)O2,C=CCc1ccc(O)c(OC)c1,COC(=O)c1ccccc1N,C=CCCC(=O)O,OCCc1ccccc1,CC1=CC(=O)CC(C)(C)C1,Cc1ccccc1C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Snitz 2,5,4,False,,CC(=O)c1ccccc1,O=Cc1ccccc1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,COC(=O)c1ccccc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
Snitz 2,6,6,False,,COc1ccccc1,CCCCNCCCC,Cc1cnc(C)cn1,CCCCCCO,CCC/C=C/C=O,CC1=CC(=O)CC(C)(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Snitz 2,7,7,False,,O=Cc1ccccc1,O=CC=Cc1ccccc1,COc1ccc(C)cc1,CC12CCC(CC1)C(C)(C)O2,CCCC(O)CC,COC(OC)C(C)c1ccccc1,COC(=O)c1ccccc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
Snitz 2,8,5,False,,CC(=O)OCCC(C)C,CCCCNCCCC,CCCC(=O)OCC,C=CC(O)CCCCC,CCCCCCCC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5
Snitz 2,9,8,False,,CCCCCC1CCC(=O)O1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCCCC=O,CCCCCCO,CCC/C=C/C=O,Cc1ccc2ncccc2c1,CCCCCCCCCOC(C)=O,CCCCCCCC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Snitz 2,10,9,False,,CCCCSCCCC,O=CC=Cc1ccccc1,Cc1ccc(OC(=O)C(C)C)cc1,CCCC(O)CC,COC(=O)c1ccccc1O,CCCCC(=O)O,OCCc1ccccc1,CCCOC(=O)CCC,CCCCCCCC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
Snitz 2,11,10,False,,O=Cc1ccccc1,CC12CCC(CC1)C(C)(C)O2,CCCCCCC=O,CCCCCCCO,CCC/C=C/C=O,Cc1ccc2ncccc2c1,COC(=O)c1ccccc1O,CCCCCCCCCOC(C)=O,CCCCCCCCO,CC1=CCC2CC1C2(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Snitz 2,12,6,False,,CC(=O)c1ccccc1,CC(C)c1ccc(C=O)cc1,CC12CCC(CC1)C(C)(C)O2,CCCC(=O)SC,CCCOC(=O)CCC,Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
Snitz 2,13,8,False,,CC(=O)c1ccccc1,COc1ccccc1,CCCCSCCCC,CC(=O)Oc1ccc(C)cc1,CCCCCCCO,CCC/C=C/C=O,CC1=CCC2CC1C2(C)C,c1ccsc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
Snitz 2,14,10,False,,CC(=O)Oc1ccc(C)cc1,COc1ccc(C)cc1,OC1CCCCC1,C=CCc1ccc(O)c(OC)c1,COC(OC)C(C)c1ccccc1,Cc1ccc2ncccc2c1,CCCCC(=O)O,C=CCCC(=O)O,OCCc1ccccc1,CC1=CC(=O)CC(C)(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Ravia 4,1,24,False,,CCCCCCCC(=O)OCC,CC(=O)O,SCc1ccco1,CC(=O)c1ccccn1,CCOC=O,CC(C)C=O,CC(C)CC=O,C=CC(O)CC,CCCC(C)O,CCSCC,CC[C@@H](C)O,CCCCC=O,CCOC(C)=O,CCCC(C)=O,CCC(C)C=O,CC(C)=CCO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,24
Ravia 4,2,14,False,,CCCCCCCC(=O)OCC,CC(C)C(=O)O,C=CCCC(=O)O,CC(C)CC=O,COC(OC)C(C)c1ccccc1,CCSCC,CCCCCO,CCCC(C)=O,CCC(C)C=O,CCCC=O,CC/C=C/CCO,CC(C)=CCC/C(C)=C/CO,C=CCOC(=O)CCCCC,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Ravia 4,3,13,False,,CCCCCCCC(=O)OCC,COC(=O)c1ccccc1,CC(=O)c1ccccn1,CCCC(=O)O,CC(C)CC=O,COC(OC)C(C)c1ccccc1,CCCCO,CCSCC,CCCC(C)=O,CCCC=O,CCCCCCO,CC(C)=CCCC(C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
Ravia 4,4,17,False,,CCCCCCCC(=O)OCC,CSC,CC(C)O,C=CCCC(=O)O,CC(C)=CCC[C@H](C)CCO,CCCC(=O)O,CCC=O,CCCCO,CC[C@@H](C)O,CSCCCO,CCC(C)C=O,CC(C)=CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Ravia 4,5,28,False,,CSC,CC(C)C(=O)O,CCCO,CC(=O)O,CC(C)=O,CC(C)O,SCc1ccco1,COC(=O)c1ccccc1,CC(=O)c1ccccn1,CCOC=O,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CCCC(C)O,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CCCCC=O,CCCCCO,CCOC(C)=O,CCCC(C)=O,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CCCCCCO,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,CC(C)CC(=O)O,,,,,,,,,,,,,,,,28
Ravia 4,6,17,False,,CCCCCCCC(=O)OCC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,COC(=O)c1ccccc1,CCOC=O,CC(C)=CCC[C@H](C)CCO,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,CCC(=O)O,CCCCC=O,CCC(C)C=O,CC/C=C/CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Ravia 4,7,21,False,,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,CC(C)O,SCc1ccco1,COC(=O)c1ccccc1,CC(=O)c1ccccn1,CSSSC,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCCCO,CCSCC,CCCCC=O,CCCC(C)=O,CC/C=C/CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,21
Ravia 4,8,25,False,,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(C)=O,CC(C)O,SCc1ccco1,CC(=O)c1ccccn1,C=CCCC(=O)O,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,C=CC(O)CC,COC(OC)C(C)c1ccccc1,CCCCO,CC[C@@H](C)O,CCCCC=O,CCCCCO,CSCCCO,CCCC(C)=O,CC(C)=CCO,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,,25
Ravia 4,9,20,False,,CCCCCCCC(=O)OCC,SCc1ccco1,C=CCCC(=O)O,CCOC=O,C=C[C@](C)(O)CCC=C(C)C,CCCC(=O)O,C=CC(O)CC,CCC=O,CCCCO,CCC(=O)O,CC[C@@H](C)O,CSCCCO,CCCC(C)=O,CCC(C)C=O,CC(C)=CCO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,,,,,,,,,,,,,,,,,,,,,,,,20
Ravia 4,10,13,False,,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,COc1ccc(C=O)cc1,COC(=O)c1ccccc1,C=CCCC(=O)O,CC(C)=CCC[C@H](C)CCO,C=C[C@](C)(O)CCC=C(C)C,CCCC(C)O,CC/C=C/CCO,CC(C)=CCC/C(C)=C/CO,CCCCCOC(=O)CCC,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
Ravia 4,11,30,False,,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,COC(=O)c1ccccc1,C=CCCC(=O)O,CCOC=O,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCC=O,CCSCC,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CCCCCO,CSCCCO,CCOC(C)=O,CCCC(C)=O,CC(C)=CCO,CC/C=C/CCO,CCC/C=C/CO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CCCCCOC(=O)CCC,,,,,,,,,,,,,,30
Ravia 4,12,17,False,,CSC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CCCO,CC(=O)O,CC(C)=O,CC(C)O,SCc1ccco1,COC(=O)c1ccccc1,CC(C)=CCC[C@H](C)CCO,C=CC(O)CC,COC(C)=O,CCC(=O)O,CCC(C)=O,CCOC(C)=O,CC(C)=CCC/C(C)=C/CO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Ravia 4,13,21,False,,CCCCCCCC(=O)OCC,CCCO,CC(=O)O,CC(C)=O,CC(=O)c1ccccn1,CCOC=O,CC(C)C=O,CC(C)=CCC[C@H](C)CCO,CCCC(=O)O,CC(C)CC=O,C=CC(O)CC,CCCC(C)O,CCCCO,COC(C)=O,CC[C@@H](C)O,CCCCC=O,CC/C=C/CCO,CCC/C=C/CO,CCCCCCO,C=CCc1ccc(O)c(OC)c1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,21
Ravia 4,14,29,False,,CCCCCCCC(=O)OCC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CCCO,CC(C)=O,CC(C)O,SCc1ccco1,COC(=O)c1ccccc1,CC(=O)c1ccccn1,C=CCCC(=O)O,CSSSC,C=C[C@](C)(O)CCC=C(C)C,CCCC(=O)O,C=CC(O)CC,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCC=O,CCCCO,COC(C)=O,CCC(=O)O,CC[C@@H](C)O,CCCCCO,CCCC(C)=O,CCC(C)C=O,CC/C=C/CCO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,,,,,,,,,,,,,,,29
Ravia 4,15,14,False,,CCCO,SCc1ccco1,CC(=O)c1ccccn1,CSSSC,C=CC(O)CC,CCCCO,CCC(=O)O,CCC(C)=O,CCCCC=O,CCCCCO,CCCC(C)=O,CCC(C)C=O,C=CCc1ccc(O)c(OC)c1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Ravia 4,16,17,False,,COc1ccc(C=O)cc1,COC(=O)c1ccccc1,CCOC=O,CC(C)CC=O,CCCC(C)O,COC(C)=O,CCC(C)=O,CCCCCO,CSCCCO,CCCC(C)=O,CCC(C)C=O,CCCC=O,CC/C=C/CCO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CC(C)=CCCC(C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,17
Ravia 4,17,23,False,,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,CCCO,COC(=O)c1ccccc1,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,CC(C)=CCC[C@H](C)CCO,CC(C)CC=O,C=CC(O)CC,CCCCO,CCCCCO,CSCCCO,CCCC(C)=O,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CC(C)=CCCC(C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,23
Ravia 4,18,26,False,,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,SCc1ccco1,COC(=O)c1ccccc1,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,C=CC(O)CC,COC(OC)C(C)c1ccccc1,CCCCO,CCSCC,CCC(=O)O,CCCCCO,CSCCCO,CCCC(C)=O,CCC(C)C=O,CCCCCCO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,26
Ravia 4,19,30,False,,CCCCCCCC(=O)OCC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CCCO,CC(C)=O,CC(C)O,SCc1ccco1,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CCCC(=O)O,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCC=O,CCCCO,COC(C)=O,CCC(C)=O,CSCCCO,CCOC(C)=O,CCC(C)C=O,CC(C)=CCO,CCCC=O,CCC/C=C/CO,CCCCCCO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,30
Ravia 4,20,30,False,,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,CC(C)O,COC(=O)c1ccccc1,CC(=O)c1ccccn1,C=CCCC(=O)O,CSSSC,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,CCC=O,CCSCC,CCC(=O)O,CCC(C)=O,CSCCCO,CCOC(C)=O,CCCC(C)=O,CCC(C)C=O,CC(C)=CCO,CCCC=O,CC(C)=CCC/C(C)=C/CO,C/C=C/c1ccc(OC)c(OC)c1,CCCCCOC(=O)CCC,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,30
Ravia 4,21,24,False,,CSC,CCCO,CC(=O)O,CC(C)=O,SCc1ccco1,C=CCCC(=O)O,CSSSC,C=C[C@](C)(O)CCC=C(C)C,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCSCC,COC(C)=O,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CCCCC=O,CCCCCO,CC/C=C/CCO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,24
Ravia 4,22,16,False,,COc1ccc(C=O)cc1,CC(=O)O,CC(C)O,CC(C)C=O,CCCC(=O)O,CCSCC,COC(C)=O,CC[C@@H](C)O,CCCCCO,CC(C)=CCO,CCCC=O,CCCCCCO,CC(C)=CCC/C(C)=C/CO,C/C=C/c1ccc(OC)c(OC)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Ravia 4,23,19,False,,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(C)O,COC(=O)c1ccccc1,C=CCCC(=O)O,CSSSC,CC(C)=CCC[C@H](C)CCO,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCC=O,CCSCC,COC(C)=O,CCC(=O)O,CCOC(C)=O,CCCC(C)=O,CC/C=C/CCO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,,,,,,,,19
Ravia 4,24,10,False,,CC(C)C(=O)O,CC(C)=O,CC(C)C=O,CCCC(C)O,CCC=O,CCCCO,CCC(C)=O,CSCCCO,CCOC(C)=O,C/C=C/c1ccc(OC)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Ravia 4,25,16,False,,CCCCCCCC(=O)OCC,CC(=O)O,SCc1ccco1,CSSSC,CC(C)C=O,CCCC(=O)O,C=CC(O)CC,COC(OC)C(C)c1ccccc1,CC[C@@H](C)O,CCOC(C)=O,CCCC(C)=O,CCC(C)C=O,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
Ravia 4,26,14,False,,CC(C)C(=O)O,COc1ccc(C=O)cc1,SCc1ccco1,C=CCCC(=O)O,CSSSC,CC(C)C=O,CCCC(=O)O,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CSCCCO,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Ravia 4,27,29,False,,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)=CCC[C@H](C)CCO,C=C[C@](C)(O)CCC=C(C)C,C=CC(O)CC,CCC=O,CCCCO,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CCCCC=O,CCCC(C)=O,CC(C)=CCO,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CCCCCOC(=O)CCC,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,29
Ravia 4,28,20,False,,CCCO,CC(=O)O,SCc1ccco1,COC(=O)c1ccccc1,CCOC=O,CC(C)C=O,CC(C)=CCC[C@H](C)CCO,CC(C)CC=O,CCC=O,COC(C)=O,CCC(=O)O,CSCCCO,CCCC(C)=O,CCC(C)C=O,CC(C)=CCO,CC/C=C/CCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,,,,,,,20
Ravia 4,29,25,False,,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(C)O,COC(=O)c1ccccc1,CC(C)C=O,CC(C)=CCC[C@H](C)CCO,C=C[C@](C)(O)CCC=C(C)C,CCCC(=O)O,C=CC(O)CC,CCC=O,CCCCO,CCSCC,CCCCC=O,CCCCCO,CCOC(C)=O,CCCC(C)=O,CCC(C)C=O,CCCC=O,CCC/C=C/CO,CCCCCCO,CC(C)=CCC/C(C)=C/C=O,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,25
Ravia 4,30,14,False,,CCCCCCCC(=O)OCC,CCCO,CC(=O)O,CC(C)O,CC(C)=CCC[C@H](C)CCO,CCCC(C)O,CCSCC,CCCCC=O,CCCC(C)=O,CC(C)=CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,C=CCOC(=O)CCCCC,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
Ravia 4,31,18,False,,CC(C)C(=O)O,COc1ccc(C=O)cc1,CCCO,CC(C)=O,SCc1ccco1,C=CCCC(=O)O,CCCC(=O)O,CCCC(C)O,CCC=O,CCCCO,CSCCCO,CCC(C)C=O,CCC/C=C/CO,CCCCCCO,C/C=C/c1ccc(OC)c(OC)c1,CCCCCOC(=O)CCC,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,,,18
Ravia 4,32,27,False,,CCCCCCCC(=O)OCC,CC(C)=O,CC(C)O,SCc1ccco1,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,CC(C)=CCC[C@H](C)CCO,CCCC(=O)O,C=CC(O)CC,CCCC(C)O,CCC=O,CCCCO,COC(C)=O,CCCCC=O,CCOC(C)=O,CCCC(C)=O,CCC(C)C=O,CC/C=C/CCO,CCCCCCO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,27
