Dataset,Mixture Label,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42
Snitz 1,43,CC(=O)c1ccccc1,CC(=O)c1ccccn1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCOC(=O)CCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,Cc1cc(O)c(C(C)C)cc1Cl,Cc1nccnc1C,CCOC(=O)CC,C=CCc1ccc(O)c(OC)c1,CCCCCCC=O,CCCCCCO,CC(CC=O)CCCC(C)(C)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC1=CCC2CC1C2(C)C,CCCOC(=O)CCC,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,CC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,44,CCOC(=O)C1OC1(C)c1ccccc1,CC(=O)Oc1ccc(C)cc1,CC(C)c1ccc(C=O)cc1,CCc1cnccn1,CCCCCCCO,CCCC(O)CC,O=C(O)Cc1ccccc1,CC1=CC(=O)CC(C)(C)C1,Cc1c[nH]c2ccccc12,CC(C)CC=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,45,Cc1ccc(OC(=O)C(C)C)cc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,46,CCOC(=O)C1OC1(C)c1ccccc1,COc1ccccc1O,O=C(O)Cc1ccccc1,CC1=CC(=O)CC(C)(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 1,47,CC(=O)c1ccccc1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCOC(=O)CCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,Cc1cc(O)c(C(C)C)cc1Cl,O=CC=Cc1ccccc1,CC(C)(O)CCc1ccccc1,Cc1nccnc1C,Cc1cnc(C)cn1,CSSSC,CCOC(=O)CC,C=CCc1ccc(O)c(OC)c1,CCCCCC=O,CC(CC=O)CCCC(C)(C)O,CC(C)=CCCC(C)C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,COc1ccc2ccccc2c1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,C=CC(O)CCCCC,CCCCC(=O)O,OCCc1ccccc1,CC1=CCC2CC1C2(C)C,CCCOC(=O)CCC,CCCSCCC,c1ccsc1,Cc1ccc(C(C)C)c(O)c1,CCCCCCCC1CCC(=O)O1,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,,,,,,,,,,,,,
Snitz 1,48,CC(=O)c1ccccc1,CC(=O)c1ccccn1,CCCCCC1CCC(=O)O1,CC(C)CCOC(=O)Cc1ccccc1,CCCCCOC(=O)CCCC,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,Cc1cc(O)c(C(C)C)cc1Cl,O=CC=Cc1ccccc1,O=c1ccc2ccccc2o1,CCCCNCCCC,CC(C)(O)CCc1ccccc1,Cc1nccnc1C,Cc1cnc(C)cn1,CSSSC,CCOC(=O)CC,CC12CCC(CC1)C(C)(C)O2,C=CCc1ccc(O)c(OC)c1,SCc1ccco1,CCCCCCC=O,CCCCCC=O,CCCCCCO,COC(OC)C(C)c1ccccc1,CC(CC=O)CCCC(C)(C)O,c1ccc2[nH]ccc2c1,CC(C)=CCCC(C)C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,COc1ccc2ccccc2c1,COC(=O)c1ccccc1N,Cc1ccc2ncccc2c1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,C=CC(O)CCCCC,CCCCC(=O)O,OCCc1ccccc1,CC1=CCC2CC1C2(C)C,CCCOC(=O)CCC,CCCSCCC,c1ccsc1,Cc1ccc(C(C)C)c(O)c1,Cc1ccccc1,CCCCCCCC1CCC(=O)O1,C=CCCCCCCCCC(=O)O,CC(C)CC(=O)O,CC1CCC(=O)O1
Snitz 1,49,CC(C)CCOC(=O)Cc1ccccc1,CCCCCOC(=O)CCCC,CCCCC(=O)O,Cc1ccc(C(C)C)c(O)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,1,CC(C)c1ccc(C=O)cc1,CCc1cnccn1,CC1=CC(=O)CC(C)(C)C1,Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,2,CCCCCC1CCC(=O)O1,CCCCCOC(=O)CCCC,COc1ccccc1,Cc1ccc(OC(=O)C(C)C)cc1,C=CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,3,CC(=O)OCCC(C)C,CCCCCOC(=O)CCCC,COc1ccccc1,CCCCCCCO,CCCC(O)CC,C=CC(O)CCCCC,Cc1ccccc1C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,4,CCCCCOC(=O)CCCC,CC(=O)Oc1ccc(C)cc1,CC12CCC(CC1)C(C)(C)O2,C=CCc1ccc(O)c(OC)c1,COC(=O)c1ccccc1N,C=CCCC(=O)O,OCCc1ccccc1,CC1=CC(=O)CC(C)(C)C1,Cc1ccccc1C=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,5,CC(=O)c1ccccc1,O=Cc1ccccc1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,COC(=O)c1ccccc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,6,COc1ccccc1,CCCCNCCCC,Cc1cnc(C)cn1,CCCCCCO,CCC/C=C/C=O,CC1=CC(=O)CC(C)(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,7,O=Cc1ccccc1,O=CC=Cc1ccccc1,COc1ccc(C)cc1,CC12CCC(CC1)C(C)(C)O2,CCCC(O)CC,COC(OC)C(C)c1ccccc1,COC(=O)c1ccccc1N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,8,CC(=O)OCCC(C)C,CCCCNCCCC,CCCC(=O)OCC,C=CC(O)CCCCC,CCCCCCCC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,9,CCCCCC1CCC(=O)O1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCCCC=O,CCCCCCO,CCC/C=C/C=O,Cc1ccc2ncccc2c1,CCCCCCCCCOC(C)=O,CCCCCCCC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,10,CCCCSCCCC,O=CC=Cc1ccccc1,Cc1ccc(OC(=O)C(C)C)cc1,CCCC(O)CC,COC(=O)c1ccccc1O,CCCCC(=O)O,OCCc1ccccc1,CCCOC(=O)CCC,CCCCCCCC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,11,O=Cc1ccccc1,CC12CCC(CC1)C(C)(C)O2,CCCCCCC=O,CCCCCCCO,CCC/C=C/C=O,Cc1ccc2ncccc2c1,COC(=O)c1ccccc1O,CCCCCCCCCOC(C)=O,CCCCCCCCO,CC1=CCC2CC1C2(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,12,CC(=O)c1ccccc1,CC(C)c1ccc(C=O)cc1,CC12CCC(CC1)C(C)(C)O2,CCCC(=O)SC,CCCOC(=O)CCC,Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,13,CC(=O)c1ccccc1,COc1ccccc1,CCCCSCCCC,CC(=O)Oc1ccc(C)cc1,CCCCCCCO,CCC/C=C/C=O,CC1=CCC2CC1C2(C)C,c1ccsc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snitz 2,14,CC(=O)Oc1ccc(C)cc1,COc1ccc(C)cc1,OC1CCCCC1,C=CCc1ccc(O)c(OC)c1,COC(OC)C(C)c1ccccc1,Cc1ccc2ncccc2c1,CCCCC(=O)O,C=CCCC(=O)O,OCCc1ccccc1,CC1=CC(=O)CC(C)(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,1,CCCCCCCC(=O)OCC,CC(=O)O,SCc1ccco1,CC(=O)c1ccccn1,CCOC=O,CC(C)C=O,CC(C)CC=O,C=CC(O)CC,CCCC(C)O,CCSCC,CC[C@@H](C)O,CCCCC=O,CCOC(C)=O,CCCC(C)=O,CCC(C)C=O,CC(C)=CCO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,
Ravia 4,2,CCCCCCCC(=O)OCC,CC(C)C(=O)O,C=CCCC(=O)O,CC(C)CC=O,COC(OC)C(C)c1ccccc1,CCSCC,CCCCCO,CCCC(C)=O,CCC(C)C=O,CCCC=O,CC/C=C/CCO,CC(C)=CCC/C(C)=C/CO,C=CCOC(=O)CCCCC,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,3,CCCCCCCC(=O)OCC,COC(=O)c1ccccc1,CC(=O)c1ccccn1,CCCC(=O)O,CC(C)CC=O,COC(OC)C(C)c1ccccc1,CCCCO,CCSCC,CCCC(C)=O,CCCC=O,CCCCCCO,CC(C)=CCCC(C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,4,CCCCCCCC(=O)OCC,CSC,CC(C)O,C=CCCC(=O)O,CC(C)=CCC[C@H](C)CCO,CCCC(=O)O,CCC=O,CCCCO,CC[C@@H](C)O,CSCCCO,CCC(C)C=O,CC(C)=CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,5,CSC,CC(C)C(=O)O,CCCO,CC(=O)O,CC(C)=O,CC(C)O,SCc1ccco1,COC(=O)c1ccccc1,CC(=O)c1ccccn1,CCOC=O,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CCCC(C)O,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CCCCC=O,CCCCCO,CCOC(C)=O,CCCC(C)=O,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CCCCCCO,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,CC(C)CC(=O)O,,,,,,,,,,,,,,,
Ravia 4,6,CCCCCCCC(=O)OCC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,COC(=O)c1ccccc1,CCOC=O,CC(C)=CCC[C@H](C)CCO,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,CCC(=O)O,CCCCC=O,CCC(C)C=O,CC/C=C/CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,7,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,CC(C)O,SCc1ccco1,COC(=O)c1ccccc1,CC(=O)c1ccccn1,CSSSC,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCCCO,CCSCC,CCCCC=O,CCCC(C)=O,CC/C=C/CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,8,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(C)=O,CC(C)O,SCc1ccco1,CC(=O)c1ccccn1,C=CCCC(=O)O,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,C=CC(O)CC,COC(OC)C(C)c1ccccc1,CCCCO,CC[C@@H](C)O,CCCCC=O,CCCCCO,CSCCCO,CCCC(C)=O,CC(C)=CCO,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,
Ravia 4,9,CCCCCCCC(=O)OCC,SCc1ccco1,C=CCCC(=O)O,CCOC=O,C=C[C@](C)(O)CCC=C(C)C,CCCC(=O)O,C=CC(O)CC,CCC=O,CCCCO,CCC(=O)O,CC[C@@H](C)O,CSCCCO,CCCC(C)=O,CCC(C)C=O,CC(C)=CCO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,10,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,COc1ccc(C=O)cc1,COC(=O)c1ccccc1,C=CCCC(=O)O,CC(C)=CCC[C@H](C)CCO,C=C[C@](C)(O)CCC=C(C)C,CCCC(C)O,CC/C=C/CCO,CC(C)=CCC/C(C)=C/CO,CCCCCOC(=O)CCC,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,11,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,COC(=O)c1ccccc1,C=CCCC(=O)O,CCOC=O,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCC=O,CCSCC,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CCCCCO,CSCCCO,CCOC(C)=O,CCCC(C)=O,CC(C)=CCO,CC/C=C/CCO,CCC/C=C/CO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CCCCCOC(=O)CCC,,,,,,,,,,,,,
Ravia 4,12,CSC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CCCO,CC(=O)O,CC(C)=O,CC(C)O,SCc1ccco1,COC(=O)c1ccccc1,CC(C)=CCC[C@H](C)CCO,C=CC(O)CC,COC(C)=O,CCC(=O)O,CCC(C)=O,CCOC(C)=O,CC(C)=CCC/C(C)=C/CO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,13,CCCCCCCC(=O)OCC,CCCO,CC(=O)O,CC(C)=O,CC(=O)c1ccccn1,CCOC=O,CC(C)C=O,CC(C)=CCC[C@H](C)CCO,CCCC(=O)O,CC(C)CC=O,C=CC(O)CC,CCCC(C)O,CCCCO,COC(C)=O,CC[C@@H](C)O,CCCCC=O,CC/C=C/CCO,CCC/C=C/CO,CCCCCCO,C=CCc1ccc(O)c(OC)c1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,14,CCCCCCCC(=O)OCC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CCCO,CC(C)=O,CC(C)O,SCc1ccco1,COC(=O)c1ccccc1,CC(=O)c1ccccn1,C=CCCC(=O)O,CSSSC,C=C[C@](C)(O)CCC=C(C)C,CCCC(=O)O,C=CC(O)CC,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCC=O,CCCCO,COC(C)=O,CCC(=O)O,CC[C@@H](C)O,CCCCCO,CCCC(C)=O,CCC(C)C=O,CC/C=C/CCO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,,,,,,,,,,,,,,
Ravia 4,15,CCCO,SCc1ccco1,CC(=O)c1ccccn1,CSSSC,C=CC(O)CC,CCCCO,CCC(=O)O,CCC(C)=O,CCCCC=O,CCCCCO,CCCC(C)=O,CCC(C)C=O,C=CCc1ccc(O)c(OC)c1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,16,COc1ccc(C=O)cc1,COC(=O)c1ccccc1,CCOC=O,CC(C)CC=O,CCCC(C)O,COC(C)=O,CCC(C)=O,CCCCCO,CSCCCO,CCCC(C)=O,CCC(C)C=O,CCCC=O,CC/C=C/CCO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CC(C)=CCCC(C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,17,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,CCCO,COC(=O)c1ccccc1,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,CC(C)=CCC[C@H](C)CCO,CC(C)CC=O,C=CC(O)CC,CCCCO,CCCCCO,CSCCCO,CCCC(C)=O,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CC(C)=CCCC(C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,
Ravia 4,18,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,SCc1ccco1,COC(=O)c1ccccc1,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,C=CC(O)CC,COC(OC)C(C)c1ccccc1,CCCCO,CCSCC,CCC(=O)O,CCCCCO,CSCCCO,CCCC(C)=O,CCC(C)C=O,CCCCCCO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,
Ravia 4,19,CCCCCCCC(=O)OCC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CCCO,CC(C)=O,CC(C)O,SCc1ccco1,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CCCC(=O)O,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCC=O,CCCCO,COC(C)=O,CCC(C)=O,CSCCCO,CCOC(C)=O,CCC(C)C=O,CC(C)=CCO,CCCC=O,CCC/C=C/CO,CCCCCCO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,
Ravia 4,20,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,CC(C)O,COC(=O)c1ccccc1,CC(=O)c1ccccn1,C=CCCC(=O)O,CSSSC,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,CCC=O,CCSCC,CCC(=O)O,CCC(C)=O,CSCCCO,CCOC(C)=O,CCCC(C)=O,CCC(C)C=O,CC(C)=CCO,CCCC=O,CC(C)=CCC/C(C)=C/CO,C/C=C/c1ccc(OC)c(OC)c1,CCCCCOC(=O)CCC,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,
Ravia 4,21,CSC,CCCO,CC(=O)O,CC(C)=O,SCc1ccco1,C=CCCC(=O)O,CSSSC,C=C[C@](C)(O)CCC=C(C)C,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCSCC,COC(C)=O,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CCCCC=O,CCCCCO,CC/C=C/CCO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,
Ravia 4,22,COc1ccc(C=O)cc1,CC(=O)O,CC(C)O,CC(C)C=O,CCCC(=O)O,CCSCC,COC(C)=O,CC[C@@H](C)O,CCCCCO,CC(C)=CCO,CCCC=O,CCCCCCO,CC(C)=CCC/C(C)=C/CO,C/C=C/c1ccc(OC)c(OC)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,23,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(C)O,COC(=O)c1ccccc1,C=CCCC(=O)O,CSSSC,CC(C)=CCC[C@H](C)CCO,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCC=O,CCSCC,COC(C)=O,CCC(=O)O,CCOC(C)=O,CCCC(C)=O,CC/C=C/CCO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,24,CC(C)C(=O)O,CC(C)=O,CC(C)C=O,CCCC(C)O,CCC=O,CCCCO,CCC(C)=O,CSCCCO,CCOC(C)=O,C/C=C/c1ccc(OC)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,25,CCCCCCCC(=O)OCC,CC(=O)O,SCc1ccco1,CSSSC,CC(C)C=O,CCCC(=O)O,C=CC(O)CC,COC(OC)C(C)c1ccccc1,CC[C@@H](C)O,CCOC(C)=O,CCCC(C)=O,CCC(C)C=O,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,26,CC(C)C(=O)O,COc1ccc(C=O)cc1,SCc1ccco1,C=CCCC(=O)O,CSSSC,CC(C)C=O,CCCC(=O)O,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CSCCCO,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,27,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)=CCC[C@H](C)CCO,C=C[C@](C)(O)CCC=C(C)C,C=CC(O)CC,CCC=O,CCCCO,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CCCCC=O,CCCC(C)=O,CC(C)=CCO,CCCC=O,CC/C=C/CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CCCCCOC(=O)CCC,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)CCO,CC(C)CC(=O)O,,,,,,,,,,,,,,
Ravia 4,28,CCCO,CC(=O)O,SCc1ccco1,COC(=O)c1ccccc1,CCOC=O,CC(C)C=O,CC(C)=CCC[C@H](C)CCO,CC(C)CC=O,CCC=O,COC(C)=O,CCC(=O)O,CSCCCO,CCCC(C)=O,CCC(C)C=O,CC(C)=CCO,CC/C=C/CCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,29,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(C)O,COC(=O)c1ccccc1,CC(C)C=O,CC(C)=CCC[C@H](C)CCO,C=C[C@](C)(O)CCC=C(C)C,CCCC(=O)O,C=CC(O)CC,CCC=O,CCCCO,CCSCC,CCCCC=O,CCCCCO,CCOC(C)=O,CCCC(C)=O,CCC(C)C=O,CCCC=O,CCC/C=C/CO,CCCCCCO,CC(C)=CCC/C(C)=C/C=O,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,
Ravia 4,30,CCCCCCCC(=O)OCC,CCCO,CC(=O)O,CC(C)O,CC(C)=CCC[C@H](C)CCO,CCCC(C)O,CCSCC,CCCCC=O,CCCC(C)=O,CC(C)=CCO,CCC/C=C/CO,CC(C)=CCC/C(C)=C/C=O,C=CCOC(=O)CCCCC,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,31,CC(C)C(=O)O,COc1ccc(C=O)cc1,CCCO,CC(C)=O,SCc1ccco1,C=CCCC(=O)O,CCCC(=O)O,CCCC(C)O,CCC=O,CCCCO,CSCCCO,CCC(C)C=O,CCC/C=C/CO,CCCCCCO,C/C=C/c1ccc(OC)c(OC)c1,CCCCCOC(=O)CCC,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,32,CCCCCCCC(=O)OCC,CC(C)=O,CC(C)O,SCc1ccco1,C=CCCC(=O)O,CCOC=O,CSSSC,CC(C)C=O,CC(C)=CCC[C@H](C)CCO,CCCC(=O)O,C=CC(O)CC,CCCC(C)O,CCC=O,CCCCO,COC(C)=O,CCCCC=O,CCOC(C)=O,CCCC(C)=O,CCC(C)C=O,CC/C=C/CCO,CCCCCCO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCOC(=O)CCCCC,C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,
Ravia 4,33,CSC,CC(C)C(=O)O,CCCO,CC(C)O,COC(=O)c1ccccc1,CC(=O)c1ccccn1,CSSSC,C=CC(O)CC,CCCCC=O,CCCCCO,CCOC(C)=O,CCC(C)C=O,CCC/C=C/CO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,CCCCCOC(=O)CCC,C=CCc1ccc(O)c(OC)c1,CC(C)=CCCC(C)CCO,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,34,CC(C)C(=O)O,COC(=O)c1ccccc1,CC(=O)c1ccccn1,C=CCCC(=O)O,CC(C)=CCC[C@H](C)CCO,C=C[C@](C)(O)CCC=C(C)C,CC(C)CC=O,CCCC(C)O,CCCCO,CCSCC,CC[C@@H](C)O,CCCCC=O,CCOC(C)=O,C=CCOC(=O)CCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ravia 4,35,CCCCCCCC(=O)OCC,CSC,CC(C)C(=O)O,COc1ccc(C=O)cc1,CC(=O)O,CC(C)=O,COC(=O)c1ccccc1,C=CCCC(=O)O,CCOC=O,CC(C)C=O,C=C[C@](C)(O)CCC=C(C)C,CCCC(C)O,COC(OC)C(C)c1ccccc1,CCC=O,CCSCC,CCC(=O)O,CCC(C)=O,CC[C@@H](C)O,CCCCCO,CSCCCO,CCOC(C)=O,CCCC(C)=O,CC(C)=CCO,CC/C=C/CCO,CCC/C=C/CO,CCCCCCO,CC(C)=CCC/C(C)=C/CO,CC(C)=CCC/C(C)=C/C=O,C/C=C/c1ccc(OC)c(OC)c1,CCCCCOC(=O)CCC,,,,,,,,,,,,,
